name,ingredients
Рулет из кролика со шпинатом,"{'Кролик': '1 шт', 'Бекон': '150 г', 'Ветчина': '150 г', 'Яйцо куриное': '2 шт', 'Шпинат': '1 пуч.', 'Сыр твердый': '100 г', 'Чеснок': '2 зуб.', 'Масло сливочное': '50 г', 'Масло растительное': '1 ст. л.', 'Соевый соус': '1 ст. л.', 'Мед': '1 ч. л.', 'Вино белое сухое': '1 стак.', 'Имбирь': '1 ч. л.', 'Перец черный': 'по вкусу'}"
Торт персиковый,"{'Мука пшеничная': '35 г', 'Сахар': '30 г', 'Ванильный сахар': '1 пакет.', 'Разрыхлитель теста': '1 ч. л.', 'Масло растительное': '1 ст. л.', 'Яйцо куриное': '1 шт', 'Персик': '180 г', 'Сахарная пудра': '2 ст. л.', 'Желатин': '3 шт', 'Сироп фруктовый': '3 ст. л.', 'Сливки': '200 мл', 'Маскарпоне': '125 г', 'Шоколад темный': '1 ст. л.'}"
Хрустящие слойки с сыром,"{'Соль': '0.5 ч. л.', 'Вода': '250 мл', 'Сыр твердый': '400 г', 'Масло сливочное': '50 г', 'Мука пшеничная': '350 г'}"
Куриные крылышки на расхват,"{'Крылья куриные': '1 кг', 'Соевый соус': '1 бут.', 'Чеснок': '3 зуб.'}"
Щи постные с гречкой и квашеной капустой,"{'Капуста квашеная': '500 г', 'Лук репчатый': '2 шт', 'Картофель': '3 шт', 'Крупа гречневая': '200 г', 'Зелень': '2 пуч.'}"
"Песочное печенье ""Бантики""","{'Масло сливочное': '125 г', 'Ванилин': '1 ч. л.', 'Сахар': '0,5 стак.', 'Желток яичный': '1 шт', 'Мука блинная': '2 ст. л.', 'Мука пшеничная': '1 стак.', 'Крахмал': '2 ст. л.', 'Фундук': '0,5 стак.', 'Сахарная пудра': '20 г'}"
Пирог с брокколи,"{'Тесто слоеное': '500 г', 'Брокколи': '500 г', 'Сыр твердый': '100 г', 'Смесь специй': '1 ч. л.', 'Соль': 'по вкусу', 'Масло сливочное': '30 г'}"
Хлеб пшенно-овсяный для бутербродов,"{'Мука пшеничная': '1.5 стак.', 'Мука овсяная': '1 стак.', 'Пшено': '1 стак.', 'Сыворотка': '150 мл', 'Вода': '150 мл', 'Сахар': '2 ч. л.', 'Соль': '1 ч. л.', 'Масло растительное': '2 ст. л.', 'Дрожжи': '1 ч. л.'}"
"Запеканка ""Первая вишня""","{'Творог': '400 г', 'Сметана': '400 г', 'Масло сливочное': '50 г', 'Яйцо куриное': '3 шт', 'Крахмал': '4 ст. л.', 'Сахар': '75 г', 'Ванильный сахар': '1 упак.', 'Вишня': '300 г', 'Сок лимонный': '1 шт', 'Пудинг ванильный': '1 упак.'}"
Оранжевые оладьи,"{'Тыква': '0,5 кг', 'Яйцо куриное': '1 шт', 'Молоко': '250 мл', 'Мука блинная': '400 г', 'Сахар': '3 ст. л.', 'Соль': 'по вкусу', 'Масло растительное': '50 мл'}"
Блинчики с черничным припеком,"{'Йогурт': '250 мл', 'Яйцо куриное': '1 шт', 'Сахар': '80 г', 'Сода': '0,5 ч. л.', 'Мука пшеничная': '240 г', 'Вода': '3 ст. л.', 'Черника': '1 стак.', 'Масло растительное': '3 ст. л.'}"
Черничная галета на постном тесте,"{'Мука пшеничная': '160 г', 'Мука ржаная': '1 ст. л.', 'Вода': '100 мл', 'Масло растительное': '50 г', 'Соль': '1 щепот.', 'Черника': '300 г', 'Сливки': '100 мл', 'Банан': '1 шт', 'Сахар коричневый': '1 ст. л.'}"
Русский чупа-чупс,"{'Сахар': '5 ст. л.', 'Уксус': '1 ч. л.', 'Вода': '2 ст. л.'}"
Блины с копченой кетой,"{'Блин': '10 шт', 'Яйцо куриное': '4 шт', 'Кета': '200 г', 'Сыр плавленый': '3 ст. л.'}"
"Торт ""Орбита""","{'Яйцо куриное': '10 шт', 'Сахар': '12 ст. л.', 'Мука пшеничная': '8 ст. л.', 'Мак': '80 г', 'Ванильный сахар': '2 упак.', 'Клубника': '500 г', 'Желатин': '30 г', 'Вода': '6 ст. л.', 'Крахмал': '5 ст. л.', 'Молоко': '350 мл', 'Масло сливочное': '300 г'}"
"Сельдь в соусе ""Карри""","{'Сельдь': '500 г', 'Майонез': '5 ст. л.', 'Карри': '2 ч. л.', 'Имбирь': '1 ч. л.', 'Горчица': '2 ч. л.', 'Лук репчатый': '1 шт'}"
Творожный дрожжевой кулич,"{'Молоко': '100 мл', 'Дрожжи': '10 г', 'Сахар': '180 г', 'Мука пшеничная': '400 г', 'Творог': '340 г', 'Масло сливочное': '70 г', 'Яйцо куриное': '3 шт', 'Ванильный сахар': '1 пакет.', 'Цедра лимона': '1 ч. л.', 'Цукаты': '75 г', 'Орехи': '75 г', 'Белок яичный': '1 шт', 'Сахарная пудра': '120 г', 'Сок лимонный': '1 ч. л.', 'Посыпка кондитерская': '1 пакет.'}"
Салат из 3 ингредиентов без заправки,"{'Фасоль консервированная': '1 бан.', 'Грудка куриная': '250 г', 'Огурец маринованный': '3 шт'}"
Пирог-ватрушка на овсяной муке,"{'Мука овсяная': '100 г', 'Крахмал кукурузный': '50 г', 'Желток яичный': '3 шт', 'Масло сливочное': '70 г', 'Смородина черная': '2 горст.', 'Творог': '400 г', 'Белок яичный': '3 шт', 'Сахарная пудра': '4 ст. л.', 'Йогурт': '100 г'}"
Щи с фрикадельками и шампиньонами,"{'Фарш мясной': '250 г', 'Капуста белокочанная': '250 г', 'Картофель': '2 шт', 'Помидор': '1 шт', 'Морковь': '1 шт', 'Лук репчатый': '1 шт', 'Шампиньоны': '2 шт', 'Соль': 'по вкусу', 'Лист лавровый': '2 шт', 'Пряности': '1 ч. л.', 'Перец черный': 'по вкусу', 'Масло растительное': '5 ст. л.', 'Вода': '2,5 л'}"
"Печенье ""Медово-сливочное""","{'Молоко': '150 мл', 'Мед': '2 ст. л.', 'Сахар': '100 г', 'Масло топленое': '3 ст. л.', 'Масло растительное': '3 ст. л.', 'Разрыхлитель теста': '1 ч. л.', 'Ванильный сахар': '1 пакет.', 'Мука пшеничная': '3 стак.'}"
Десерт из йогурта с фруктами,"{'Йогурт': '400 г', 'Желатин': '15 г', 'Сахарная пудра': '150 г', 'Банан': '1 шт', 'Слива': '12 шт', 'Апельсин': '1 шт', 'Хлопья кукурузные': '2 ст. л.', 'Ежевика': '20 шт'}"
"Курица, запеченная в кока-коле","{'Курица': '1 кг', 'Вода газированная': '0,33 л', 'Чеснок': '2 зуб.', 'Соль': 'по вкусу', 'Сахар': '0,5 ст. л.', 'Соевый соус': '2 ст. л.', 'Кориандр': '1 ч. л.'}"
"Салат на зиму ""Консерватор""","{'Помидор': '3 кг', 'Морковь': '1 кг', 'Лук репчатый': '1 кг', 'Перец болгарский': '1 кг', 'Соль': '2 ст. л.', 'Сахар': '300 г', 'Масло растительное': '300 мл', 'Уксус': '150 мл'}"
Салат с баклажанами на каждый день,"{'Баклажан': '2 шт', 'Помидор': '4 шт', 'Лук репчатый': '1 шт', 'Масло подсолнечное': 'по вкусу', 'Соль': 'по вкусу', 'Лист лавровый': '1 шт'}"
Гречка с баклажанами,"{'Крупа гречневая': '5 ст. л.', 'Баклажан': '1 шт', 'Морковь': '1 шт', 'Лук красный': '1 шт', 'Горошек зеленый': '1 горст.', 'Масло оливковое': '2 ст. л.', 'Сок лимонный': '1 ст. л.', 'Уксус': '1 ст. л.', 'Порошок чесночный': '0,5 ч. л.', 'Соль': 'по вкусу', 'Перец черный': 'по вкусу', 'Укроп': '2 щепот.', 'Тмин': '2 щепот.', 'Зира': '1 щепот.', 'Паприка сладкая': '0,5 ч. л.', 'Масло растительное': '2 ст. л.', 'Кунжут': 'по вкусу'}"
Заправка карри к птице и овощам,"{'Яблоко': '1 шт', 'Йогурт': '125 г', 'Карри': '1 ч. л.'}"
"Воздушные блины ""Панкейки""","{'Яйцо куриное': '2 шт', 'Мука пшеничная': '10 ст. л.', 'Молоко': '200 мл', 'Сахар': '3 ст. л.', 'Соль': '1 щепот.', 'Разрыхлитель теста': '1 ч. л.', 'Ванилин': 'по вкусу'}"
"Пюре яблочно-грушевое ""Детское""","{'Яблоко': '2 шт', 'Груша': '2 шт'}"
"Рис, фаршированный горохом, или ларец Скупого Рыцаря","{'Нут': '300 г', 'Рис': '200 г', 'Лук репчатый': '1 шт', 'Перец болгарский': '0,5 шт', 'Помидор': '1 шт', 'Сало': '50 г', 'Картофель': '1 шт', 'Колбаса': '200 г', 'Масло оливковое': '50 мл', 'Сыр твердый': '50 г', 'Соус': '1 ст. л.', 'Чеснок': '2 зуб.'}"
"Варенье из Сливы ""Быстрое""","{'Слива': '1 кг', 'Сахар': '500 г', 'Пектин': '25 г'}"
Салат Грибной,"{'Зелень': '1 пуч.', 'Соль': '1 ст. л.', 'Перец чили': '0,5 ч. л.', 'Масло оливковое': '70 мл', 'Уксус': '70 мл', 'Мед': '1 ст. л.', 'Чеснок': '5 зуб.', 'Сельдерей черешковый': '2 шт', 'Перец болгарский': '2 шт', 'Шампиньоны': '500 г'}"
"Кабачок фаршированный ""Фантазия""","{'Кабачок': '1 шт', 'Опята': '300 г', 'Голень куриная': '2 шт', 'Помидор': '1 шт', 'Сыр твердый': '100 г', 'Чеснок': '1 зуб.', 'Майонез': '50 г'}"
"Шоколадный фондан ""Шапка Деда Мороза""","{'Мука пшеничная': '20 г', 'Шоколад темный': '75 г', 'Маскарпоне': '75 г', 'Яйцо куриное': '2 шт', 'Сахар': '60 г', 'Клубника': '6 шт'}"
"Козлобородник, запеченный с картофелем и чесноком","{'Коренья': '4 шт', 'Картофель': '7 шт', 'Чеснок': '25 зуб.', 'Розмарин': '2 пуч.'}"
Кулич на сливках в хлебопечке,"{'Мука пшеничная': '450 г', 'Молоко': '100 мл', 'Сливки': '120 мл', 'Дрожжи': '20 г', 'Яйцо куриное': '2 шт', 'Сахар': '130 г', 'Ванилин': '1 г', 'Соль': '1 щепот.', 'Масло сливочное': '100 г', 'Масло растительное': '2 ст. л.', 'Сухофрукты': '150 г', 'Сахарная пудра': 'по вкусу'}"
"Закусочный торт ""Наполеон"" с креветочным муссом","{'Мука пшеничная': '450 г', 'Яйцо куриное': '5 шт', 'Кефир': '500 мл', 'Вода': '450 мл', 'Соевый соус': '2 ст. л.', 'Сода': '1 ч. л.', 'Масло растительное': '50 мл', 'Креветки': '300 г', 'Сыр сливочный': '350 г', 'Лук репчатый': '1 шт', 'Морковь': '1 шт'}"
